name,city,state,website,num_of_children,children_properties
Mereté Hotel Management,Springfield,Oregon,https://www.hospitalityonline.com/merete/locations,14,http://www.innsighthmg.com
Proper Hospitality,Venice,California,https://www.hospitalityonline.com/proper-hospitality/locations,8,http://www.properhotel.com
Best Western Grant Park Hotel,Chicago,Illinois,https://www.hospitalityonline.com/best-western-grant-park/locations,1,http://www.bwgrantparkhotel.com
"Simpson Property Group, LP",Denver,Colorado,https://www.hospitalityonline.com/simpson-property-group/locations,63,http://www.simpsonpropertygroup.com/communities
Metropolitan Hospitality Group,Falls Church,Virginia,https://www.hospitalityonline.com/metropolitan-hospitality-group/locations,1,http://www.eatmhg.com/
Atma Hotel Group,Chapel Hill,North Carolina,https://www.hospitalityonline.com/atmahotelgroup/locations,9,http://atmahotelgroup.com
Aman Resorts,Canyon Point,Utah,https://www.hospitalityonline.com/aman-resorts/locations,2,http://www.amanresorts.com/
Atlantic Stars Hotels and Cruises,Newport,Rhode Island,https://www.hospitalityonline.com/atlantic-stars/locations,2,http://www.atlanticstars.com
Zachry Hospitality,San Antonio,Texas,https://www.hospitalityonline.com/zachry-hospitality/locations,4,http://www.zachryhospitality.com/
HGM Hotels,Hickory,North Carolina,https://www.hospitalityonline.com/hgm-hotels/locations,2,http://www.hgmhotels.com
Fitness Formula Clubs,Chicago,Illinois,https://www.hospitalityonline.com/fitness-formula-clubs/locations,1,http://www.FFC.com
Hagadone Hospitality,Coeur d'Alene,Idaho,https://www.hospitalityonline.com/hagadone-hospitality/locations,4,http://www.hagadone.com/hospitality.html
The Joule,Dallas,Texas,https://www.hospitalityonline.com/joule/locations,5,http://www.thejouledallas.com/
American Niagara Hospitality,Niagara Falls,New York,https://www.hospitalityonline.com/american-niagara-hospitality/locations,3,http://www.AmericanNiagaraHospitality.com
Broughton Hotels,Anaheim,California,https://www.hospitalityonline.com/broughtonhotels/locations,9,https://www.broughtonhotels.com
PH Hotels,Harrogate,North Yorkshire,https://www.hospitalityonline.com/employers/259209/locations,1,http://www.principal-hayley.com
"Simpson Housing, LLLP",Denver,Colorado,https://www.hospitalityonline.com/simpson-housing/locations,62,http://www.simpsonhousing.com/simpson-housing-lllp
"Apple, Inc.",Cupertino,California,https://www.hospitalityonline.com/apple-inc/locations,6,https://www.apple.com
The Neiders Company,Las Vegas,Nevada,https://www.hospitalityonline.com/the-neiders-company/locations,2,https://neiders.com
High-Rise Hotels,Florence,South Carolina,https://www.hospitalityonline.com/high-rise-hotels/locations,9,http://www.high-risehotels.com
"First Call Hospitality, Inc.",Fargo,North Dakota,https://www.hospitalityonline.com/first-call-hospitality/locations,8,http://fchhotels.com
JK Hotel Group,New York City,New York,https://www.hospitalityonline.com/jk-hotel-group/locations,3,http://jkhotelgroup.com/
"Kampgrounds Enterprises, Inc",Chula Vista,California,https://www.hospitalityonline.com/kampgrounds-enterprises-inc/locations,7,https://keioutdoor.com
Crunch,New York,New York,https://www.hospitalityonline.com/employers/224391/locations,2,http://www.crunch.com
Associated Hotels LLC,Chicago,Illinois,https://www.hospitalityonline.com/associated-hotels/locations,4,http://www.associatedhotelsllc.com
Beechwood Hospitality,Little Rock,Arkansas,https://www.hospitalityonline.com/beechwood-hospitality/locations,1,http://beechwoodhospitality.com
KMG Hotels,Kansas City,Missouri,https://www.hospitalityonline.com/kmg-hotels/locations,20,https://www.kmghotels.com/index.html
Surya Hospitality Group LLC,Charlotte,Michigan,https://www.hospitalityonline.com/surya-hospitality-group-llc/locations,1,http://www.ihg.com/holidayinnexpress/hotels/us/en/charlotte/cttmi/hoteldetail
Delaware Hotel Group,Mount Laurel,New Jersey,https://www.hospitalityonline.com/delaware-hotel-group/locations,11,http://www.dhotelgroup.com
Everest Hospitality,Dixon,Illinois,https://www.hospitalityonline.com/everest-hospitality/locations,2,http://everesthospitality.net
"Unison Hotel Company, Inc.",Memphis,Tennessee,https://www.hospitalityonline.com/employers/207956/locations,1,http://www.madisonhotelmemphis.com
Gideon Toal Management Services,Fort Worth,Texas,https://www.hospitalityonline.com/employers/235145/locations,2,http://www.gideontoalmanagement.com
Stoneridge Creek Pleasanton Retirement Living,Pleasanton,California,https://www.hospitalityonline.com/stoneridge-creek/locations,1,http://www.stoneridgecreek.com
Oaktenn Lodging,Pigeon Forge,Tennessee,https://www.hospitalityonline.com/oaktenn/locations,2,http://www.greatsmokiesgreatlodging.com/
BMI Hospitality,Seattle,Washington,https://www.hospitalityonline.com/hotel-concepts/locations,16,http://hotelconcepts.us
HMA Hotels,St. Louis,Missouri,https://www.hospitalityonline.com/employers/236175/locations,6,http://www.hmahotels.com
Alexandria,Alexandria,Virginia,https://www.hospitalityonline.com/employers/272523/locations,1,http://sentrymgt.com
Arkansas Department of Parks and Tourism,Little Rock,Arkansas,https://www.hospitalityonline.com/employers/235121/locations,1,http://www.arkansasstateparks.com
Oxford Hotel Group,Bend,Oregon,https://www.hospitalityonline.com/oxford-hotel-group/locations,16,http://www.oxfordsuites.com
The Morlin Group,Miami,Florida,https://www.hospitalityonline.com/morlin/locations,3,https://morlin.com
AU Hospitality,Auburn,Alabama,https://www.hospitalityonline.com/auhospitality/locations,6,https://www.auhospitality.com
Migis Hotel Group,Portland,Maine,https://www.hospitalityonline.com/migis-hotel-group/locations,9,https://www.migishotelgroup.com
Rainmaker Hospitality,Lexington,Kentucky,https://www.hospitalityonline.com/rainmaker-hospitality/locations,15,http://www.rainmakerhospitality.com
McMenamins,Portland,Oregon,https://www.hospitalityonline.com/mcmenamins/locations,17,http://www.mcmenamins.com/
The Orchard Hotels,San Francisco,California,https://www.hospitalityonline.com/orchard-hotels/locations,2,http://www.theorchardhotels.com
The Briad Group,Livingston,New Jersey,https://www.hospitalityonline.com/the-briad-group/locations,9,http://www.briad.com
InnCredible Hospitality Inc,Roswell,Georgia,https://www.hospitalityonline.com/employers/205827/locations,1,http://www.inncrediblehospitality.com
Bellstar Hotels and Resorts,Calgary,Alberta,https://www.hospitalityonline.com/bellstar/locations,7,https://www.bellstar.ca/resorts
"ROC Hospitality, LLC",Indian Harbour Beach,Florida,https://www.hospitalityonline.com/roc-hospitality/locations,7,http://www.rochospitality.com/index.html
Khanna Enterprises,Irvine,California,https://www.hospitalityonline.com/khanna-enterprises/locations,4,http://www.khannahotels.com
IDC corporation,Newport,Rhode Island,https://www.hospitalityonline.com/employers/204832/locations,1,http://www.newportexperience.com
Up To Par Management,Lexington,Virginia,https://www.hospitalityonline.com/up-to-par-management/locations,6,http://uptoparmanagement.com
East West Resorts,Avon,Colorado,https://www.hospitalityonline.com/east-west-resorts/locations,2,http://www.eastwestresort.com
"AltaMont Hotel Management, Inc.",Castaic,California,https://www.hospitalityonline.com/altamont/locations,1,http://www.altamonthotels.com
Alameda Properties,Wichita,Kansas,https://www.hospitalityonline.com/alameda/locations,2,http://www.slawsoncompanies.com/hospitality.html
Optimum Health Institute,San Diego,California,https://www.hospitalityonline.com/optimum-health/locations,2,http://www.optimumhealth.org
"Hardage Hospitality, LLC",San Diego,California,https://www.hospitalityonline.com/hardage-hospitality/locations,7,http://www.hardagehospitality.com/
Grand Heritage Hotels International,Annapolis,Maryland,https://www.hospitalityonline.com/grand-heritage-hotels-international/locations,3,http://www.chesagroup.com
Angel Hospitality Group,Plano,Texas,https://www.hospitalityonline.com/angelhospitalitygroup/locations,4,http://angelhospitalitygroup.com
Kimpton Banneker Hotel,Washington,District of Columbia,https://www.hospitalityonline.com/kimpton-rouge/locations,1,http://www.rougehotel.com
Cote Family Companies,Nisswa,Minnesota,https://www.hospitalityonline.com/cote/locations,3,http://www.grandviewlodge.com
"MOE Hospitality, LLC",Garland,Texas,https://www.hospitalityonline.com/moe-hospitality/locations,3,http://www.moehospitality.com
Airline Hotels Ltd.,Saskatoon,Saskatchewan,https://www.hospitalityonline.com/airline-hotels-ltd/locations,8,https://airlinehotels.ca
Platinum Companies,Nashville,Tennessee,https://www.hospitalityonline.com/platinum-companies/locations,3,http://www.platinumcos.com
Sentry Hospitality,New York,New York,https://www.hospitalityonline.com/employers/216017/locations,2,http://sentryhospitality.com
Kusum Hospitality,Oklahoma City,Oklahoma,https://www.hospitalityonline.com/kusum-hospitality/locations,9,http://myriann.com/clients/KusumHospitality/index.php
"Prana Lodging, LLC",Middleboro,Massachusetts,https://www.hospitalityonline.com/prana-lodging-llc/locations,1,http://www.himiddleboro.com
Pacific Hospitality Company,San Jose,California,https://www.hospitalityonline.com/pacific-hospitality-company/locations,1,http://www.pachospitality.com/
"Kitchin Hospitality, LLC",Atlanta,Georgia,https://www.hospitalityonline.com/employers/210669/locations,1,http://www.jamesoninns.com
Choice Hotels International,Rockville,Maryland,https://www.hospitalityonline.com/choice-hotels/locations,3,http://www.choicehotels.com
Still 88 Hotels,Dallas,Texas,https://www.hospitalityonline.com/still88/locations,2,https://www.still88.com
Evans Hotels,San Diego,California,https://www.hospitalityonline.com/evans-hotels/locations,3,https://www.evanshotels.com
Bluegrass Management,Edgewood,Maryland,https://www.hospitalityonline.com/bluegrass/locations,1,http://www.bluegrass-management.com
Graham Companies,Hialeah,Florida,https://www.hospitalityonline.com/graham/locations,2,http://www.miamilakes.com/
Touchstone Golf,Austin,Texas,https://www.hospitalityonline.com/touchstone-golf/locations,11,http://www.touchstonegolf.com/
HMS Global Maritime,New Albany,Indiana,https://www.hospitalityonline.com/hms-global-maritime/locations,4,http://www.hmsgm.com
Phil Stefani Signature Restaurants,Chicago,Illinois,https://www.hospitalityonline.com/employers/208160/locations,1,http://www.stefanirestaurants.com
COREcruitment,Vancouver,British Columbia,https://www.hospitalityonline.com/corecruitment/locations,9,https://www.corecruitment.com
Valentino New Orleans Hotels,New Orleans,Louisiana,https://www.hospitalityonline.com/valentino-nola-hotels/locations,6,http://www.valentinohotels.com
Z Resorts Management,Houston,Texas,https://www.hospitalityonline.com/z-resorts/locations,3,http://www.hotelzaza.com/#zresorts/contact
The Sports Club Company,Los Angeles,California,https://www.hospitalityonline.com/employers/221624/locations,4,http://www.TheSportsClubLA.com
Accor,Miami,Florida,https://www.hospitalityonline.com/accor/locations,3,http://www.accorhotels.group
Nantucket Island Resorts,Nantucket,Massachusetts,https://www.hospitalityonline.com/employers/222342/locations,1,http://www.nantucketislandresorts.com
Luxe Worldwide Hotels,Los Angeles,California,https://www.hospitalityonline.com/luxe-hotels/locations,1,http://www.luxehotels.com
Island Ventures,Avalon,California,https://www.hospitalityonline.com/island-ventures/locations,1,http://www.ivcatalina.com/employment
Alaska Collection by Pursuit,Anchorage,Alaska,https://www.hospitalityonline.com/alaska-collection-by-pursuit/locations,48,https://www.alaskacollection.com
"Good Nite Inn Management, Inc.",Los Angeles,California,https://www.hospitalityonline.com/good-nite-inn/locations,11,http://www.good-nite.com
Sunway Hotel Group,Overland Park,Kansas,https://www.hospitalityonline.com/sunway-hotel-group/locations,1,http://SunwayHotel.com
Optimal Hospitality,Pella,Iowa,https://www.hospitalityonline.com/optimal-hospitality/locations,1,http://www.optimalhospitality.com
Portland Harbor Hotel,Portland,Maine,https://www.hospitalityonline.com/portland-harbor-hotel/locations,1,http://www.portlandharborhotel.com
Giant Eagle Supermarket,Pittsburgh,Pennsylvania,https://www.hospitalityonline.com/giant-eagle/locations,1,https://www.gianteagle.com
1000 Islands Harbor Hotel,Clayton,New York,https://www.hospitalityonline.com/1000-islands-harbor-hotel/locations,1,http://www.1000islandsharborhotel.com/
Kimpton Hotel Zamora,Saint Petersburg,Florida,https://www.hospitalityonline.com/kimpton-zamora/locations,1,http://www.thehotelzamora.com
Cobblestone Hotel & Suites Chippewa Falls,Chippewa Falls,Wisconsin,https://www.hospitalityonline.com/cobblestone-chippewa-falls/locations,1,https://www.staycobblestone.com/wi/chippewa-falls/
Cincinnati State Midwest Culinary Inst.,Cincinnati,Ohio,https://www.hospitalityonline.com/employers/223122/locations,1,http://www.cincinnatistate.edu/AboutTheCollege/HumanResources/
Daly Hotel Management,Greensboro,North Carolina,https://www.hospitalityonline.com/daly-hotel-management/locations,12,http://dalyhotelmanagement.com
Watkins Glen Harbor Hotel,Watkins Glen,New York,https://www.hospitalityonline.com/watkins-glen-harbor-hotel/locations,1,http://www.watkinsglenharborhotel
KW Hotel Corp.,Wayland,Massachusetts,https://www.hospitalityonline.com/employers/272796/locations,1,https://www.linkedin.com/company/kw-hotel-corp-/
Shanty Creek Resorts,Bellaire,Michigan,https://www.hospitalityonline.com/shanty-creek-resorts/locations,3,http://www.shantycreek.com
Premier Resorts,Park City,Utah,https://www.hospitalityonline.com/employers/211610/locations,1,http://www.premier-resorts.com
Maya Hotels,Charlotte,North Carolina,https://www.hospitalityonline.com/maya-hotels/locations,6,http://maya-hotels.com
Capital Vacations,Myrtle Beach,South Carolina,https://www.hospitalityonline.com/capital-vacations/locations,1,https://www.capitalvacations.com/
Suburban Capital,Virginia Beach,Virginia,https://www.hospitalityonline.com/suburban-capital/locations,3,http://www.subcap.com
The Hotel Ithaca,Ithaca,New York,https://www.hospitalityonline.com/hotel-ithaca/locations,1,http://www.thehotelithaca.com
Cobblestone Hotel & Suites Hartford,Hartford,Wisconsin,https://www.hospitalityonline.com/cobblestone-hartford/locations,1,https://www.staycobblestone.com/wi/hartford/
VENQUEST Hotel Group,Irvine,California,https://www.hospitalityonline.com/employers/264861/locations,2,http://www.venquest.com/
SlingShot Connections,San Jose,California,https://www.hospitalityonline.com/employers/272284/locations,1,http://www.slingshotconnections.com
Kimpton Rowan Palm Springs,Palm Springs,California,https://www.hospitalityonline.com/kimpton-rowan/locations,2,https://www.rowanpalmsprings.com
Cobblestone Hotel & Suites Janesville,Janesville,Wisconsin,https://www.hospitalityonline.com/cobblestone-janesville/locations,1,https://www.staycobblestone.com/wi/janesville/
Menlo Hotels,Edison,New Jersey,https://www.hospitalityonline.com/menlo-hotels/locations,5,http://www.menlohotels.com
"Discover Lodging Management, Inc",Fargo,North Dakota,https://www.hospitalityonline.com/discover-lodging-management/locations,5,http://www.discoverlodging.net
The Murieta Inn & Spa,Rancho Murieta,California,https://www.hospitalityonline.com/the-murieta-inn-spa/locations,1,https://themurietainn.com/
Spectrum Resorts,Gulf Shores,Alabama,https://www.hospitalityonline.com/spectrum-resorts/locations,1,http://www.spectrumresorts.com
"Sand Hospitality, LLC",Waite Park,Minnesota,https://www.hospitalityonline.com/sand-hospitality/locations,13,http://www.sandhospitality.com
"Marin Management, Inc.",Sausalito,California,https://www.hospitalityonline.com/marin-management/locations,4,http://www.hotelpros.biz
Rush Street Gaming,Chicago,Illinois,https://www.hospitalityonline.com/rush-street-gaming/locations,1,https://rushstreetgaming.com
JRK Hotel Group,Los Angeles,California,https://www.hospitalityonline.com/jrk-hotel-group/locations,2,http://www.jrkhotelgroup.com
Marmara NYC,New York,New York,https://www.hospitalityonline.com/marmara-nyc/locations,2,http://marmaranyc.com
Related Management,New York,New York,https://www.hospitalityonline.com/employers/279714/locations,1,https://www.related.com/our-company
Boykin Management Company,Huntersville,North Carolina,https://www.hospitalityonline.com/boykin-management/locations,4,http://www.boykin.com
Promise Hotels,Tulsa,Oklahoma,https://www.hospitalityonline.com/promise-hotels/locations,5,https://promisehotels.com
PHD Hospitality,Scottsdale,Arizona,https://www.hospitalityonline.com/phd/locations,3,http://www.phd-hosp.com
Emerald Queen Hotel & Casino,Fife,Washington,https://www.hospitalityonline.com/emerald-queen/locations,1,http://www.emeraldqueen.com
Cobblestone Hotel & Suites Stevens Point,Stevens Point,Wisconsin,https://www.hospitalityonline.com/cobblestone-stevens-point/locations,1,https://www.staycobblestone.com/wi/stevens-point/
BN Management Co.,Harvey,Louisiana,https://www.hospitalityonline.com/employers/258483/locations,9,http://bngroup.us
Andre Balazs Properties,New York,New York,https://www.hospitalityonline.com/andre-balazs-properties/locations,2,http://www.andrebalazsproperties.com
Retro Hospitality LLC,Richmond,Virginia,https://www.hospitalityonline.com/employers/272808/locations,1,http://retrohospitality.com/wordpress/
Cimarron Hospitality,Arlington,Texas,https://www.hospitalityonline.com/cimarron-hospitality/locations,1,https://www.cimarronhospitality.com
American Queen Steamboat Company,New Albany,Indiana,https://www.hospitalityonline.com/american-queen/locations,3,https://www.americanqueensteamboatcompany.com
HVS Hotel Management,Tiverton,Rhode Island,https://www.hospitalityonline.com/hvs-hotel-management/locations,2,http://www.HVSHotelManagement.com
Coury Hospitality - Corporate Office - Kansas City,Kansas City,Missouri,https://www.hospitalityonline.com/employers/275669/locations,1,https://www.couryhospitality.com/
Choctaw Casinos & Resorts,Durant,Oklahoma,https://www.hospitalityonline.com/choctaw-casinos/locations,16,https://www.choctawcasinos.com
MileOne Auto Group,Towson,Maryland,https://www.hospitalityonline.com/mileone/locations,2,https://www.mileone.com/
Main Street Property Management,Gaithersburg,Maryland,https://www.hospitalityonline.com/main-street-property-management/locations,1,http://www.mainstreetproperty.net/mainstreet/outside_home.asp
Grand Sierra Resort and Casino Reno,Reno,Nevada,https://www.hospitalityonline.com/grand-sierra/locations,2,http://www.grandsierraresort.com/
Bunkhouse Management L.L.C.,Austin,Texas,https://www.hospitalityonline.com/employers/224338/locations,1,http://www.bunkhousemgmt.com/
Full House Resorts,Las Vegas,Nevada,https://www.hospitalityonline.com/full-house-resorts/locations,3,http://www.fullhouseresorts.com
R Group Hospitality,Fort Lauderdale,Florida,https://www.hospitalityonline.com/r-group-hospitality/locations,2,http://rgroupus.net/
Blue Sky Hospitality,Elk River,Minnesota,https://www.hospitalityonline.com/blue-sky-hospitality/locations,2,https://www.blueskyhospitalityllc.com
DanDan Group,Philadelphia,Pennsylvania,https://www.hospitalityonline.com/employers/282024/locations,3,https://www.dandanrestaurant.com
Key Hospitality,Portsmouth,New Hampshire,https://www.hospitalityonline.com/key-hospitality/locations,1,http://key-hospitality.com
Kahler Hospitality Group,Rochester,Minnesota,https://www.hospitalityonline.com/kahler-hospitality-group/locations,3,http://kahler.com
The Old Spaghetti Factory,Portland,Oregon,https://www.hospitalityonline.com/the-old-spaghetti-factory/locations,18,http://www.osf.com
Preeminent Hotels,Houston,Texas,https://www.hospitalityonline.com/employers/254675/locations,2,http://preeminenthotels.com
Twelve Hotels & Residences,Atlanta,Georgia,https://www.hospitalityonline.com/twelve-hotels/locations,2,https://twelvehotels.com
Gorman & Company,Oregon,Wisconsin,https://www.hospitalityonline.com/gorman-company/locations,2,https://www.gormanusa.com/Home.aspx
Sunset Marquis Hotel,West Hollywood,California,https://www.hospitalityonline.com/sunset-marquis/locations,1,http://www.sunsetmarquis.com
Karuk Tribe,Happy Camp,California,https://www.hospitalityonline.com/karuk-tribe/locations,1,http://www.karuk.us
North Michigan Hospitality Management,Traverse City,Michigan,https://www.hospitalityonline.com/nmhm/locations,1,http://nmhmhotels.com
Palas Hospitality,Charleston,South Carolina,https://www.hospitalityonline.com/employers/241837/locations,4,http://www.palashospitality.com
Diversified Restaurant Concepts,Sacramento,California,https://www.hospitalityonline.com/employers/203948/locations,1,http://www.woodysgrill.com
Kimpton Sir Francis Drake Hotel,San Francisco,California,https://www.hospitalityonline.com/kimpton-sir-francis-drake/locations,1,http://www.sirfrancisdrake.com/
Como Holdings USA,New York,New York,https://www.hospitalityonline.com/como-holdings-usa/locations,2,http://www.comohotels.com
VB Hospitality Management,Fort Walton Beach,Florida,https://www.hospitalityonline.com/vb-hospitality/locations,2,http://vbhospitality.com/
YM Hospitality,Stockbridge,Georgia,https://www.hospitalityonline.com/ym-hospitality/locations,1,http://ymhospitality.com/
Maison Kayser Flagship Store,New York,New York,https://www.hospitalityonline.com/maison-kayser/locations,1,http://www.maisonkayserusa.com
Century Hospitality,Wheeling,West Virginia,https://www.hospitalityonline.com/century-hospitality/locations,8,http://centuryhospitality.net
Embassy Suites Portland (ME),Portland,Maine,https://www.hospitalityonline.com/embassy-portland-me/locations,1,http://embassysuites3.hilton.com/en/hotels/maine/embassy-suites-by-hilton-portland-maine-PWMAPES/index.html
Elior North America,Charlotte,North Carolina,https://www.hospitalityonline.com/elior-north-america/locations,15,http://jobs.elior-na.com
"Tillinger's Concierge, Inc.",Boston,Massachusetts,https://www.hospitalityonline.com/tillingers/locations,1,http://www.tillingers.com
Experient,Twinsburg,Ohio,https://www.hospitalityonline.com/employers/237489/locations,1,http://www.Experient-inc.com/careers
Taj Hospitality Management,Lubbock,Texas,https://www.hospitalityonline.com/taj-hospitality-management/locations,4,http://tajhospitality.com
Nationwide Hotel Management Company (Wichita),Wichita,Kansas,https://www.hospitalityonline.com/woodspring-hotels-west/locations,2,http://www.nationwidehmc.com
FSO Onsite Outsourcing,New York,New York,https://www.hospitalityonline.com/fso/locations,6,http://www.fso-outsourcing.com
Hyatt Place Nashville Airport,Nashville,Tennessee,https://www.hospitalityonline.com/hyatt-place-nashville-airport/locations,1,https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-nashville-airport/bnaza
Cape Fox Corporation,Ketchikan,Alaska,https://www.hospitalityonline.com/cape-fox/locations,1,http://www.capefoxcorp.com
The Burgess Hotel,Atlanta,Georgia,https://www.hospitalityonline.com/the-burgess/locations,1,http://www.theburgesshotel.com/
Hotel Ventures Management,Springfield,Illinois,https://www.hospitalityonline.com/employers/254444/locations,3,http://hotelventuresmanagement.com
Growth Properties Hospitality Management,Bensalem,Pennsylvania,https://www.hospitalityonline.com/growth-properties/locations,3,http://www.gpim.net
MARC USA Head Office,New York,New York,https://www.hospitalityonline.com/employers/231091/locations,5,http://www.marcrestaurants.com/
Amway Hotel Corporation,Ada,Michigan,https://www.hospitalityonline.com/amway-hotel-corporation/locations,2,http://www.alticor.com/ACE/AmwayHotelCo.aspx
Renaissance by Marriott Allentown Hotel,Allentown,Pennsylvania,https://www.hospitalityonline.com/renaissance-allentown/locations,2,http://www.renaissanceallentown.com
Hilton Garden Inn Ithaca,Ithaca,New York,https://www.hospitalityonline.com/hilton-garden-ithaca/locations,1,https://www.hilton.com/en/hotels/ithiggi-hilton-garden-inn-ithaca/?
PGA Tour Tournament Players Clubs,Ponte Vedra Beach,Florida,https://www.hospitalityonline.com/employers/216244/locations,1,http://www.TPC.com
Front Burner Brands,Tampa,Florida,https://www.hospitalityonline.com/front-burner/locations,1,http://www.frontburnerbrands.com
Copper Hospitality,Goodyear,Arizona,https://www.hospitalityonline.com/copper-hospitality/locations,2,http://www.copperhospitality.com
Schulte Restaurant Group,Louisville,Kentucky,https://www.hospitalityonline.com/schulte-restaurant-group/locations,21,http://www.schulterg.com/index.html
Hilton Garden Inn Syracuse,East Syracuse,New York,https://www.hospitalityonline.com/hilton-garden-syracuse-east/locations,1,https://hiltongardeninn3.hilton.com/en/hotels/new-york/hilton-garden-inn-syracuse-SYRSHGI/index.html
Hotel Arts,Calgary,Alberta,https://www.hospitalityonline.com/employers/230140/locations,1,http://www.hotelarts.ca
Marquee Hospitality,Kansas City,Missouri,https://www.hospitalityonline.com/marquee-hospitality/locations,3,http://marqueehospitality.com
Chef's Garden Catering & Events,Jacksonville,Florida,https://www.hospitalityonline.com/chef-s-garden-catering-events/locations,2,http://chefsgardenjacksonville.com
The Manhattan Club,New York,New York,https://www.hospitalityonline.com/manhattan-club/locations,1,http://www.manhattanclub.com
"Sterling Hotels & Resorts, Inc.",Ft. Lauderdale,Florida,https://www.hospitalityonline.com/sterling-hotels-resorts-inc/locations,2,http://www.sterling-hotels.com
"Sega GameWorks, L.L.C.",Glendale,California,https://www.hospitalityonline.com/employers/200578/locations,23,http://www.gameworks.com/
Royal Caribbean Cruises Ltd.,Miami,Florida,https://www.hospitalityonline.com/royal/locations,5,http://royalcorporatecareers.com
Elephant Bar Global Grill / Wok Kitchen,Costa Mesa,California,https://www.hospitalityonline.com/employers/231023/locations,11,http://www.elephantbar.com
Oceanside Resorts,Miami Beach,Florida,https://www.hospitalityonline.com/oeanside-resorts-inc/locations,2,http://www.oceansideresorts.net
Superior Staffing Orlando,Orlando,Florida,https://www.hospitalityonline.com/superior-staffing-orlando/locations,1,http://www.vcdpcompanies.com
Magnus Hotel Management,Salt Lake City,Utah,https://www.hospitalityonline.com/magnus-hotel-management/locations,4,http://www.magnushm.com
NMS Lodging,Anchorage,Alaska,https://www.hospitalityonline.com/nms-lodging/locations,3,http://www.nmslodging.com
Geraldine's,Austin,Texas,https://www.hospitalityonline.com/geraldines/locations,1,http://www.geraldinesaustin.com
Hyde Beach House,Hollywood,Florida,https://www.hospitalityonline.com/hyde-beach-house/locations,1,https://www.hydehollywoodbeach.com/properties/beach-house
7 Clans Casinos,Newkirk,Oklahoma,https://www.hospitalityonline.com/employers/278294/locations,5,https://sevenclans.com
Sea Palms Resort & Conference Center,St. Simons Island,Georgia,https://www.hospitalityonline.com/sea-palms/locations,1,http://www.seapalms.com
True Blue Hospitality,Charleston,South Carolina,https://www.hospitalityonline.com/true-blue-hospitality/locations,3,http://www.tbhospitality.com
Icon Lodging,Irving,Texas,https://www.hospitalityonline.com/icon-lodging/locations,6,https://www.iconlodging.com/
Oasis,Miami,Florida,https://www.hospitalityonline.com/oasis-collections/locations,21,http://www.oasiscollections.com
Dream Hospitality and Management,Smyrna,Tennessee,https://www.hospitalityonline.com/dream-hospitality/locations,4,http://www.dreamhospitalityandmanagement.com
IMPRINT Hospitality,Denver,Colorado,https://www.hospitalityonline.com/imprint-hospitality/locations,3,http://www.imprinthospitality.com
Delaware North Park Services,Fish Camp,California,https://www.hospitalityonline.com/employers/210597/locations,1,http://www.dncinc.com
Ganesh Hotels Management,Niles,Michigan,https://www.hospitalityonline.com/ganesh-hotels-management/locations,8,http://ganeshhotels.com
Mather,Evanston,Illinois,https://www.hospitalityonline.com/mather/locations,3,https://www.mather.com
Cannery Hotel and Casino,North Las Vegas,Nevada,https://www.hospitalityonline.com/employers/237474/locations,1,http://www.canneryresorts.com
"Johnson Development, LLC",Springfield,Illinois,https://www.hospitalityonline.com/johnson-development-llc/locations,3,http://www.johnson-development.com
"Waterford Hotels and Inns, Inc.",San Mateo,California,https://www.hospitalityonline.com/waterford-hotels-and-inns-inc/locations,5,http://waterfordhi.com
Buckhead America Hospitality,Smyrna,Georgia,https://www.hospitalityonline.com/buckhead-america-hospitality/locations,6,http://www.buckheadamerica.com
Montecito Venture Partners,San Diego,California,https://www.hospitalityonline.com/montecito-vp/locations,3,http://www.montecitovp.com
"Wilson Hotel Management Company, Inc.",Memphis,Tennessee,https://www.hospitalityonline.com/employers/205024/locations,2,http://www.wilsonhotels.com
"Berkshire Healthcare Systems, Inc.",Pittsfield,Massachusetts,https://www.hospitalityonline.com/berkshire/locations,1,http://www.berkshirehealthcare.org
DreamCatcher Hotels,Memphis,Tennessee,https://www.hospitalityonline.com/dreamcatcher-hotels/locations,1,http://www.dreamcatcherhotels.com
Forever Resorts,Parker,Texas,https://www.hospitalityonline.com/employers/213438/locations,1,http://www.southforkhotel.com
Food Fight Inc.,Madison,Wisconsin,https://www.hospitalityonline.com/employers/214904/locations,1,http://www.foodfightinc.com
Rome's Joy Catering,Chicago,Illinois,https://www.hospitalityonline.com/romes-joy/locations,2,http://romesjoy.com
Shore Lodge,McCall,Idaho,https://www.hospitalityonline.com/shore-lodge/locations,11,http://www.shorelodge.com/
The Peninsula Chicago,Chicago,Illinois,https://www.hospitalityonline.com/peninsula-chicago/locations,1,http://www.peninsula.com/Chicago/en/default.aspx
The Cove,McCall,Idaho,https://www.hospitalityonline.com/cove-spa/locations,6,https://shorelodge.com/spa/
Krispy Kreme Doughnuts,Winston-Salem,North Carolina,https://www.hospitalityonline.com/employers/226240/locations,2,http://www.krispykreme.com
Flex Point Hospitality,McLean,Virginia,https://www.hospitalityonline.com/flex-point-hospitality/locations,1,https://www.flexpointhospitality.com
Birch Lake Hospitality,Bend,Oregon,https://www.hospitalityonline.com/employers/257988/locations,1,http://www.birchlakehospitality.com/index.html
